,name,price,change,volume,relative_volume,market_cap,pe,eps_diluted,eps_diluted_growth,dividends_yield,sector
10519,"Pono Capital Three, Inc.",10.61,0,100,0.56022409,,,,,0,Finance
10520,"Protagenic Therapeutics, Inc.",0.7393,-8.16149068,43441,0.89707425,3201878,,-0.7989,10.24603977,0,Health Technology
10521,Portillo's Inc.,14.14,-3.3492823,1063948,1.1895622,1026201890,62.87238773,0.2249,,0,Consumer Services
10522,PT Media Nusantara Citra TBK,3.1595,-0.01582278,500,0.38429022,427501879.4,3.96324636,0.7972,-36.45277003,0.719633,Commercial Services
10523,Portman Ridge Finance Corporation,18.5,-0.91055169,21427,1.12442865,175900283,,-2.0543,-707.0626478,14.7568,Finance
10524,"Palatin Technologies, Inc.",1.73,4.84848485,28178,0.37357084,20667699,,-2.5277,33.39042901,0,Health Technology
10525,PT Vale Indonesia TBK,0.3538,-9.74489796,2000,0.26457476,3515476691,15.87576518,0.02228554,-10.89668548,1.63653,Non-Energy Minerals
10526,PARCELPAL LOGISTICS INC.,0.01275,-11.45833333,1500,0.01841815,2945157.563,,-0.01063704,52.10059944,0,Transportation
10527,Pieridae Energy Limited,0.44,0,8500,0.30419394,69953544.68,0.70928489,0.62034312,455.1962131,0,Energy Minerals
10528,"Plastic2Oil, Inc.",0.00285,-43,22200,0.41874072,355554.3077,,,,0,Industrial Services
10529,"Peloton Interactive, Inc.",5.04,-8.02919708,13106290,0.88748355,1799313861,,-3.6534,57.44784933,0,Consumer Services
10530,Peer to Peer Network,0.0002,0,500002,0.68528111,727574,,,,,Technology Services
10531,"P2 Solar, Inc.",0.0047,-22.95081967,16129,0.39344302,319348.8759,,-0.0024,-41.17647059,0,Producer Manufacturing
10532,"Petros Pharmaceuticals, Inc.",1.527,-5.74074074,14404,0.10337497,3227421,,-10.5831,,0,Health Technology
10533,PT Chandra Asri Petrochemical,0.17,19.38202247,15000,4.64108911,14706962969,,-0.00098637,-14.5575087,0.19092,Process Industries
10534,Proterra Inc,0.0818,15.70014144,1755598,1.40330894,18634040,,-2.0231,-42.07162921,0,Consumer Durables
10535,PRIO S A,9.53,0.63357973,321,0.11846767,7981546871,11.25679187,0.8466,40.39800995,0,Energy Minerals
10536,Partners Bancorp,7.25,-0.13774105,3939,0.76956139,130395431,8.46369367,0.8566,62.5426945,2.2069,Finance
10537,Petrus Resources Ltd.,1.11,-2.63157895,10000,0.58262496,137319592.8,3.45391543,0.3213744,-71.35896573,0,Energy Minerals
10538,AVILA ENERGY CORP.,0.0067,-77.66666667,8263,0.21289643,4143413.564,,-0.04096392,43.19639178,0,Energy Minerals
10539,"P.A.M. Transportation Services, Inc.",20.76,0.63015027,15732,1.31547261,457433495,8.12524462,2.555,-40.78383202,0,Transportation
10540,PATTEN ENERGY SOLUTIONS GROUP INC,1.00E-06,0,20000,0.45819855,3422,,,,,Utilities
10541,PALMETTO REAL ESTATE TRUST,7.25,-3.97350993,1000,1.65700083,12832500,,,,,Finance
10542,Orange Polska SA,1.74,-22.32142857,1100,2.07351555,2283502094,10.74052885,0.1620032,-49.35293334,4.69043,Communications
10543,Purepoint Uranium Group Inc.,0.03175,0.47468354,57355,0.22920098,13256649.73,,-0.013202,-2.42523276,0,Non-Energy Minerals
10544,Pactiv Evergreen Inc.,7.87,-1.25470514,121648,0.88997621,1403896251,,-0.4165,-150.4420492,5.08259,Process Industries
10545,Petro Victory Energy Corp.,1.5,7.11990288,900,0.21818182,31060500.76,,-0.34823104,-16.57907706,0,Energy Minerals
10546,"Pono Capital Two, Inc.",10.66,0.18796992,5419,0.45733045,89166900,108.4435402,0.0983,,0,Finance
10547,PT XL Axiata Tbk,3.005,-2.75080906,459,0.01621255,1991118412,23.60565593,0.1273,-17.49837978,1.30593,Communications
10548,Pimco Corporate & Income Opportunity Fund,12.48,0,376376,0.5385755,,,,,,Miscellaneous
10549,Purebase Corporation,0.14,17.64705882,500,0.01500114,32320821,,-0.0931,22.6744186,0,Non-Energy Minerals
10550,Publicis Groupe S.A.,20.22,3.85208012,29457,0.5209903,20436071392,15.02787068,1.3455,29.86198243,3.66539,Commercial Services
10551,"PubMatic, Inc.",12.14,-1.85933711,170008,0.61308485,629874495,197.398374,0.0615,-93.58305509,0,Technology Services
10552,CAROLINA RUSH CORP.,0.08225,0.30487805,25000,5.37264678,3525656.15,,-0.04662192,49.41581524,0,Non-Energy Minerals
10553,Goal Acquisitions Corp.,10.5,-0.19011407,102,0.24859859,176742376,,-0.0402,-44.08602151,0,Finance
10554,Goal Acquisitions Corp.,10.5,-0.00095237,300,0.19937529,176742376,,,,0,Finance
10555,PUDA COAL INC,0.0001,0,5000,2.24789822,,,,,,Distribution Services
10556,PUGET TECHNOLOGIES INC,1.00E-06,-99.5,919230,1.79533778,4746,,,,,Process Industries
10557,Prudential Public Limited Company,22.11,-1.99468085,948619,1.18265509,30342256709,16.08819035,1.3743,,1.74582,Finance
10558,Prudential PLC,10.941,-4.11042945,962,0.07323888,29985076646,15.46136619,0.70763475,,1.70234,Finance
10559,"Pulmatrix, Inc.",2.04,2.51256281,5302,0.53061919,7450661,,-4.8742,39.25700684,0,Health Technology
10560,ProPetro Holding Corp.,10.19,-0.48828125,1034702,0.72399681,1149147598,12.68991283,0.803,,0,Industrial Services
10561,Puma SE,5.52,-1.42857143,18544,0.35099807,8323398147,24.69798658,0.2235,-17.13014461,0.946271,Consumer Non-Durables
10562,"Puma Exploration, Inc.",0.088075,-5.7012848,700,0.02698483,12088191,,-0.0088368,54.53953375,0,Non-Energy Minerals
10563,Promotora Y Operadora de Infraestructura SA,172.4,1.80100384,295,8.33333333,3596366485,12.83654992,13.4304,-5.10563131,4.38933,Transportation
10564,Puration Inc.,1.00E-06,0,1600,0.07273025,1141,,,,0,Utilities
10565,PURE Bioscience,0.118,7.27272727,28000,1.53530657,13140064,,-0.0374,-9.67741935,0,Process Industries
10566,PURERAY CORPORATION,1.00E-06,-99.88235294,176,0.00130523,35,,,,,Producer Manufacturing
10567,PUSHFOR TECH INC.,0.031,0,150,0.11996161,1327934.73,,-0.231978,36.10783324,0,Technology Services
10568,PT United Tractors,1.77,9.25925926,1000,0.2643824,6602338967,4.39716228,0.40253234,39.0176256,27.0647,Energy Minerals
10569,PT United Tractors,33.03,-5.62857143,2248,0.62418437,6177103576,4.15388098,7.9516,32.75677842,22.399,Energy Minerals
10570,Puyi Inc. - American Depository Shares,5.73,4.18181818,16040,4.69926464,345603095,,-0.1037,11.5942029,0,Finance
10571,Porvair PLC,7.515501,0.24327548,691,0.34301315,347397263.4,17.1539674,0.43812028,42.42593845,0.986395,Producer Manufacturing
10572,"Provident Bancorp, Inc.",9.21,-0.10845987,43501,2.02048305,162885486,,-1.6472,-241.8410402,0.434311,Finance
10573,Pacific Valley Bancorp,9.37,0,3651,2.29463893,37073772.7,,,,0,Finance
10574,"Provectus Biopharmaceuticals, Inc.",0.0799,6.26413087,116637,1.21687138,33519816,,-0.0074,29.52380952,0,Health Technology
10575,"Pacific Vegas Global Strategies, Inc.",0.0001,0,100000,1.1569789,9996.4,,,,0,Finance
10576,Provenance Gold Corp.,0.061,4.27350427,1000,0.12195122,4852406.853,,-0.0105616,-4.6313147,0,Non-Energy Minerals
10577,PVH Corp.,71.45,-3.70619946,986840,1.30266346,4317361650,24.30024147,2.9403,-77.5178921,0.209937,Consumer Non-Durables
10578,Permianville Royalty Trust Trust,2.26,-3.82978723,71718,0.80392873,74580000,5.18348624,0.436,65.77946768,16.5155,Miscellaneous
10579,PINE VALLEY MINING CORPORATION,0.0051,-32.89473684,2300,0.13214594,386238,,,,,Energy Minerals
10580,PV Nano Cell Ltd.,0.0029,190,1520,0.33033425,13002917,,,,,Process Industries
10581,"Providence Resources, Inc.",0.0135,-43.75,10042,0.54479563,,,,,,Energy Minerals
10582,Pervasip Corp.,0.0005,25,4248441,1.36134035,1889003,,-0.0003,-200,0,Commercial Services
10583,PIVOTREE INC.,1.63,5.16129032,1500,,43376999.64,,-0.1731348,57.03722442,0,Technology Services
10584,Partners Value Invts LP,46,-3.15789474,110,0.28387097,3040252675,3.36727411,13.66090152,4058.260132,0,Finance
10585,Power REIT (MD),0.7345,-0.74324324,30950,0.73909565,2489706,,-5.7179,-617.6443962,0,Finance
10586,Power REIT 7.75% Series A Cumulative Perpetual Preferred Stock,3.11,-2.42218876,707,0.16938595,2489706,,-5.7179,-617.6443962,0,Finance
10587,Pacific West Bancorp,11,3.77358491,1000,0.85338795,29385387.78,24.64157706,0.4464,-24.30049178,0,Finance
10588,Power Corp. of Canada,25.43,-1.92826841,25832,0.31620399,16853065874,13.13470532,1.93609216,-28.25006005,5.94145,Finance
10589,"PwrCor, Inc.",0.0392,2.61780105,5100,0.9311837,8245434.083,,,,0,Industrial Services
10590,"Powerdyne International, Inc.",0.0007,-12.5,1922238,1.99323483,1303700,,0,100,0,Producer Manufacturing
10591,PACWEST EQUITIES I,1.00E-06,0,500,0.00403214,1127,,,,,Finance
10592,"PowerFleet, Inc.",2.16,-5.6768559,357074,0.31454004,77046062,,-0.2037,60.03531489,0,Electronic Technology
10593,Prestige Wealth Inc.,4.2001,-1.86682243,248246,0.9480618,37800900,,,,0,Finance
10594,POWERSTONE METALS CORP,0.06285,25.7,11000,1.62943651,1800704.875,,,,0,Non-Energy Minerals
10595,"Penns Woods Bancorp, Inc.",20.9,-1.6007533,14342,0.59429983,147689552,8.0095041,2.6094,10.62404613,6.1244,Finance
10596,Perella Weinberg Partners,9.76,-1.90954774,106774,0.68762944,858832475,,-0.7862,-391.2930715,2.86885,Finance
10597,"Quanta Services, Inc.",177.91,-0.78630381,1080086,0.66681858,25832350104,45.47336673,3.9124,26.91471762,0.179866,Industrial Services
10598,POWR LITHIUM CORP,0.1699,14.7972973,1000,0.20902573,5594062.676,,-0.06377224,,0,Non-Energy Minerals
10599,Power Metals Corp.,0.198,2.96411856,79206,0.54455677,28959087.67,,-0.01826272,-52.05329632,0,Non-Energy Minerals
10600,"PowerSchool Holdings, Inc.",22.3,-3.37954939,349019,0.61195234,4486539763,,-0.1247,55.65433855,0,Technology Services
10601,PowerUp Acquisition Corp.,10.61,0,402,0.29926301,95396900,46.33187773,0.229,45700,0,Finance
10602,PowerUp Acquisition Corp.,10.696,-0.59479554,983,2.16234052,96170200,,,,0,Finance
10603,Powerband Solutions Inc.,0.00705,-29.5,10000,0.30630873,2109938.805,,-0.0671416,32.33935217,0,Retail Trade
10604,CLEANTECH POWER CORP.,0.0373,-25.4,1500,0.09639359,3157700.415,,,,0,Non-Energy Minerals
10605,"P10, Inc.",10.2,-2.85714286,225413,0.6030754,1185407889,98.93307468,0.1031,-50.55155875,1.22549,Finance
10606,Pioneer Natural Resources Company,240.36,-0.19101404,9106508,1.77083978,56078123421,10.2466599,23.4574,-2.96514466,6.85222,Energy Minerals
10607,"Pixie Dust Technologies, Inc.",8.95,0,4595,0.77540964,131585287,,,,0,Technology Services
10608,"Phoenix Footwear Group, Inc.",0.06,-25,199,0.01012429,490680,1.57068063,0.0382,16.10942249,0,Retail Trade
10609,Pax Global Technology Ltd,0.715,1.41843972,102,0.00184305,766994067.8,5.10219937,0.14013565,17.66379054,7.14286,Electronic Technology
10610,"PhoneX Holdings, Inc.",1.23,-8.88888889,150,0.08958968,34880340,6.54603513,0.1879,45.65891473,0,Technology Services
10611,"Pixelworks, Inc.",1.27,2.41935484,139257,0.19993315,71392899,,-0.3938,-24.22712934,0,Electronic Technology
10612,"PaxMedica, Inc.",0.2769,-2.84210526,1339846,1.54843113,4764510,,-1.948,,0,Health Technology
10613,PHOENIX APPS INC,0.0001,0,500,0.20812521,4530,,,,,Technology Services
10614,Pyxis Tankers Inc.,3.93,2.61096606,62023,2.11667423,42639760,2.13216146,1.8432,,0,Transportation
10615,Pyxis Tankers Inc. - 7.75% Series A Cumulative Convertible Preferred Shares,23.7499,0.72650624,685,0.31879741,42639760,12.8851454,1.8432,,0,Transportation
10616,POLARX LTD.,0.0002,0,2400,0.13064922,8864081.325,,-0.0009324,43.54741818,0,Non-Energy Minerals
10617,"Hydro Power Technologies, Inc.",0.0129,-7.85714286,5200,0.07536702,2973488.021,,-0.0003,-150,,Consumer Services
10618,"Paycor HCM, Inc.",24.87,-1.03461998,656008,1.23409082,4404577105,,-0.5297,22.7053845,0,Technology Services
10619,PAYCHEST INC,1.00E-06,0,1000000,2.25889105,27785,,,,,Commercial Services
10620,"Payfare, Inc.",3.56,-2.46575342,53500,7.89656241,170139586.9,40.96338518,0.08690688,,0,Commercial Services
10621,Playmates Holdings Ltd.,0.0701,-8.54533594,1770,0.02610285,145106995.8,,-0.0035592,81.14581404,7.75862,Consumer Durables
10622,PIMCO New York Municipal Income Fund III,5.2,-0.95238095,16100,1.84544142,29866800,208,0.025,-97.16906353,6.95654,Miscellaneous
10623,"Perimeter Medical Imaging AI, Inc.",0.8949,3.93728223,500,0.14319672,57878316.67,,-0.19984056,21.29339047,0,Health Technology
10624,Promotora Y Operadora de Infraestructura SA,9.04,-20.35242291,384,0.979342,3729341336,12.00930957,0.75274935,5.21463379,5.06204,Transportation
10625,PolyPid Ltd.,3.86,-3.5,3692,0.30067105,6310934,,-1.2193,50.62363327,0,Health Technology
10626,"PayPal Holdings, Inc.",56.355,-2.95333219,13497056,1.05431988,61879901434,15.74425881,3.5794,106.5793271,0,Commercial Services
10627,PyroGenesis Canada Inc.,0.4201,-12.42443194,68907,2.24482017,75147651.91,,-0.11798816,33.64429537,0,Industrial Services
10628,PPlus Tr GSC-2 Tr Ctf Fltg Rate,22.5,3.59116022,270,0.14481871,,,,,,Finance
10629,Playtech PLC,5,-31.50684932,1000,1.0556318,1490746240,,-0.12642228,-144.2739143,0,Technology Services
10630,Playtech PLC,11,-24.34662999,105,0.55821372,1472556512,,-0.233,-132.0671621,0,Technology Services
10631,"Pyxis Oncology, Inc.",1.95,-4.87804878,127136,1.25290224,85550881,,-2.8411,-5.5229535,0,Health Technology
10632,"Pyxus International, Inc.",1.3,4,100,0.13553809,32499900.38,,-0.947,72.23688068,0,Distribution Services
10633,PIMCO California Municipal Income Fund III,6.7,-0.59347181,76712,0.862548,150429000,63.56736243,0.1054,-87.73562951,6.04478,Miscellaneous
10634,PZ Cussons Plc.,3.3222,-25.93467841,628,1.3729777,709261350.8,16.26138032,0.2043,,4.0297,Consumer Non-Durables
10635,Paramount Gold Nevada Corp.,0.32,2.62989096,35413,0.43311343,18841806,,-0.1325,29.22008547,0,Non-Energy Minerals
10636,Pizza Pizza Royalty Corp.,9.95,-0.59244902,1130,2.81795511,244953016.6,14.39093235,0.6914076,11.01481815,6.4794,Consumer Services
10637,"Papa John's International, Inc.",65.23,0.15353908,825465,1.05994796,2135425630,31.21052632,2.09,-14.66601339,2.63682,Consumer Services
10638,Qantas Airways Ltd.,15.84,-3.11926606,20959,0.7522486,5467790425,5.06572004,3.1269,,0,Transportation
10639,Qualstar Corp.,3,-3.22580645,299,0.06392167,5652099,166.6666667,0.018,-96.12236105,0,Electronic Technology
10640,Quebecor Inc.,21.17,-3.15645014,117,0.007174,4960542613,10.79350593,1.96136456,1.73184558,4.12088,Consumer Services
10641,QBE Insurance Group Ltd.,9.34,-9.30277724,208,0.03423868,13953168509,14.54472519,0.6421572,,2.78834,Finance
10642,QBE Insurance Group Ltd.,9.9,-2.55905512,26168,0.80456766,14886970119,14.95694214,0.6619,,2.72766,Finance
10643,Q BioMed Inc.,0.0004,0,750,0.52653749,58038,,-0.0694,77.1860618,0,Health Technology
10644,D-Wave Quantum Inc.,0.97,-1.10114192,971095,0.74021702,95935010,,-0.6366,-962.601626,0,Electronic Technology
10645,"QC Holdings, Inc.",0.7,15.70247934,11700,1.17366182,12133100,,,,0,Finance
10646,QC COPPER & GOLD INC.,0.0917,0.54824561,3000,0.07141701,15924746.15,,-0.01023165,-67.93624376,0,Non-Energy Minerals
10647,QUALCOMM Incorporated,111.455,0.30147588,5371724,0.88382044,1.24384E+11,14.60115546,7.6333,-32.35948286,2.78139,Electronic Technology
10648,"QCR Holdings, Inc.",49.16,-2.24696759,32140,0.77831377,821734722,7.20842253,6.8198,12.66623713,0.488202,Finance
10649,Qudian Inc.,2.04,-2.3923445,516043,0.78684031,473782496,17,0.12,,0,Technology Services
10650,QuidelOrtho Corporation,64.94,-6.16962867,1453089,3.40176319,4337382954,97.18647112,0.6682,-97.16942368,0,Health Technology
10651,QDM INTL INC.,23,-8,100,0.44345898,670597019,37.60627861,0.6116,,0,Finance
10652,Quadro Acquisition One Corp.,10.68,-0.18691589,403,0.0713287,93964274.51,106.2686567,0.1005,-67.82970551,0,Finance
10653,Quadro Resources Ltd.,0.019,5.55555556,55000,5.95147921,541720.4,,,,0,Non-Energy Minerals
10654,Quadro Acquisition One Corp.,10.8,-0.82644628,720,0.42179262,95371979,,,,0,Finance
10655,"Virtual Medical International, Inc.",0.0001,0,2000,0.05145145,42572.2,,,,0,Technology Services
10656,"QED Connect, Inc.",0.0004,0,3220000,0.49723483,881053,,-0.001,-66.66666667,0,Non-Energy Minerals
10657,"Q.E.P. Co., Inc.",18.2,7.05882353,720,0.91918805,67827415,,-0.0388,-101.6188251,0,Consumer Durables
10658,Quetta Acquisition Corporation,10.11,0,3003,,63036305,,,,,Finance
10659,"Qifu Technology, Inc",16.5,-1.72721858,407465,0.60572478,2737550954,4.8224463,3.4215,-29.8197034,4.78788,Finance
10660,Quantum FinTech Acquisition Corporation,10.705,0.04672897,111882,30.28011584,107923887,89.88245172,0.1191,-35.7605178,0,Finance
10661,Qiagen N.V.,39.07,-2.325,1255830,1.21217099,8909327523,26.70539986,1.463,-34.27968195,0,Health Technology
10662,Q-Gold Resources Ltd.,0.0109,109.6153846,3000,0.02227922,610385.83,,-0.02512152,-54.06427256,0,Non-Energy Minerals
10663,Q2 GOLD RESOURCES INC,1.00E-06,0,100,0.01524135,,,,,,Non-Energy Minerals
10664,QuantGate Systems Inc.,0.0997,-2.01474201,14815,0.23270243,28073706.95,,-0.0044,-12.82051282,0,Technology Services
10665,Quhuo Limited - American Depository Shares,1.51,9.42028986,112176,5.62158912,8295380,38.03526448,0.0397,,0,Technology Services
10666,HAIER SMART HOME CO LTD.,0.903675,34.89699955,100,0.07824114,22932094447,3.60372843,0.25076113,14.04951553,6.65462,Consumer Durables
10667,Quality Industrial Corp.,0.3085,-6.60006055,172459,2.9442575,39144928,3.25079031,0.0949,,0,Producer Manufacturing
10668,Quipt Home Medical Corp.,4.7,-2.48962656,108755,0.7984931,197740600.4,432.6469895,0.01086336,-70.66938887,0,Health Services
10669,"Qualigen Therapeutics, Inc.",0.913999,-1.72053763,12835,1.23485891,4617946,,-3.9444,25.68112447,0,Health Technology
10670,Qilian International Holding Group Ltd.,0.715243,0.7384507,4758,1.97092084,25569937,17.23477108,0.0415,,0,Health Technology
10671,"Qualis Innovations, Inc.",0.72,19.03285803,1600,1.2571698,,,,,,Health Technology
10672,"Qualys, Inc.",159.25,-1.70359854,323960,0.95476535,5846397829,50.40833122,3.1592,24.09946184,0,Technology Services
10673,"QuoteMedia, Inc.",0.2846,0.01581417,100,0.0021099,25750037,49.06896552,0.0058,132,0,Commercial Services
10674,Quantum Corporation,0.63,4.30463576,43673,0.38545861,59875585,,-0.4124,31.30101616,0,Electronic Technology
10675,QMC Quantum Minerals Corp.,0.0845,18.34733894,7100,0.50365683,7749564.713,,-0.00279832,65.28068313,0,Process Industries
10676,QUICK-MED TECHNOLOGIES INC,0.0002,0,83380,6.54576857,7469,,,,,Health Technology
10677,QUANTUM METAL EXCHANGE INC.,0.777,1.30378096,2300,1.64756447,26719497.94,,,,0,Commercial Services
10678,QNB Corp.,23.29,-0.25695931,526,0.26134049,84134805,5.60988535,4.1516,0.86001652,6.31172,Finance
10679,Quantum eMotion Corp.,0.0371,19.67741935,31000,1.26058792,5027155.364,,,,0,Electronic Technology
10680,"Quince Therapeutics, Inc.",1.01,-4.71698113,69352,0.2991807,36746818,,-0.8534,68.83923029,0,Health Technology
10681,"Quanergy Systems, Inc.",0.0002,0,7300,5.33547727,3233,,,,0,Electronic Technology
10682,QUEBEC NICKEL CORP.,0.01625,-27.77777778,1680,0.3,1874343.25,,-0.01191952,67.05813605,0,Non-Energy Minerals
10683,"Quoin Pharmaceuticals, Ltd.",4.035,7.02917772,5976,0.25936149,3983421,,-17.2749,96.4706553,0,Health Technology
10684,"QuinStreet, Inc.",9.12,-2.04081633,193096,0.47188257,499144304,,-1.2734,-1188.866397,0,Commercial Services
10685,"Quaint Oak Bancorp, Inc.",11.35,-9.2,2400,5.10529675,25384219,4.99318112,2.2731,-38.60303055,4.5815,Finance
